City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Vanimo,PG,-2.6741,141.3028,84.9,66,12,5.61,few clouds
454,Luba,GQ,3.4568,8.5547,76.89,88,100,8.66,light rain
455,Langarud,IR,37.197,50.1535,76.59,80,86,0.98,overcast clouds
456,Ust-Tsilma,RU,65.441,52.1498,59.29,93,100,5.77,light rain
457,Shahe,CN,39.2708,113.5478,74.17,64,0,2.68,clear sky
458,Lima,PE,-12.0432,-77.0282,60.91,81,75,13.8,broken clouds
459,Ciudad Guayana,VE,8.3533,-62.6528,78.53,90,100,5.23,overcast clouds
460,Santana Do Livramento,BR,-30.8908,-55.5328,47.5,81,77,3.38,broken clouds
461,Neiafu,TO,-18.65,-173.9833,83.08,74,40,13.8,scattered clouds
462,Chisinau,MD,47.0056,28.8575,71.92,78,0,6.91,clear sky
463,Kieta,PG,-6.2167,155.6333,85.33,65,6,7.58,light rain
464,Cap Malheureux,MU,-19.9842,57.6142,70.47,61,100,7.0,overcast clouds
465,Vila,PT,42.0304,-8.1588,63.48,73,0,5.48,clear sky
466,Hagere Hiywet,ET,8.9833,37.85,55.02,94,57,4.5,broken clouds
467,Touba,CI,8.2833,-7.6833,68.65,92,100,3.38,overcast clouds
468,Ipanema,BR,-30.1391,-51.2244,55.38,79,0,5.75,clear sky
469,Lazaro Cardenas,MX,17.9583,-102.2,82.49,74,100,2.39,overcast clouds
470,Ivankiv,UA,50.9386,29.8943,68.65,55,100,9.13,overcast clouds
471,Hay River,CA,60.8156,-115.7999,66.18,52,25,6.91,scattered clouds
472,Bilma,NE,18.6853,12.9164,88.21,33,20,7.43,few clouds
473,Munai,PH,7.9758,124.0636,78.04,74,100,1.23,overcast clouds
474,Bentiu,SS,9.2333,29.8333,71.47,90,100,3.71,overcast clouds
475,Makushino,RU,55.2103,67.2442,59.7,92,32,6.93,scattered clouds
476,Smirnykh,RU,49.75,142.8333,59.58,92,100,5.64,overcast clouds
477,Dehui,CN,44.5333,125.7,79.75,81,1,10.56,clear sky
478,Artsvanist,AM,40.1544,45.5022,58.84,82,21,6.08,few clouds
479,Tortoli,IT,39.9256,9.6572,80.42,44,0,9.22,clear sky
480,Nola,IT,40.922,14.5329,79.39,84,0,1.97,clear sky
481,Tocopilla,CL,-22.092,-70.1979,61.25,74,17,9.89,few clouds
482,Beloha,MG,-25.1667,45.05,64.0,83,4,3.15,clear sky
483,Riyadh,SA,24.6877,46.7219,91.54,46,100,7.85,overcast clouds
484,Gabu,GW,12.2833,-14.2167,72.03,99,88,3.98,overcast clouds
485,Usinsk,RU,65.9939,57.5281,52.61,75,50,8.28,scattered clouds
486,San Ignacio,BZ,17.1561,-89.0714,76.33,87,16,4.34,few clouds
487,Gamba,GA,-2.65,10.0,72.1,86,81,5.06,broken clouds
488,Aykhal,RU,66.0,111.5,69.73,73,78,5.73,light rain
489,Marzuq,YE,14.4,46.4667,69.01,85,100,7.67,heavy intensity rain
490,Inuvik,CA,68.3499,-133.7218,54.36,69,75,3.44,broken clouds
491,Port Antonio,JM,18.18,-76.4612,87.71,80,0,4.05,clear sky
492,Sakti,IN,22.0333,82.9667,83.05,75,100,4.18,overcast clouds
493,Tahe,CN,52.3333,124.7333,77.07,60,100,6.62,overcast clouds
494,Bakchar,RU,57.0186,82.0711,65.43,81,8,2.21,clear sky
495,Yoichi,JP,43.2039,140.7703,78.64,80,94,12.68,light rain
496,Rorvik,NO,64.8621,11.2373,58.5,81,100,8.03,overcast clouds
497,Labuhan,ID,-6.8844,112.2051,78.6,74,93,8.99,overcast clouds
498,Taoudenni,ML,22.6783,-3.9836,96.89,26,94,11.68,overcast clouds
499,Omsukchan,RU,62.5333,155.8,54.16,57,92,10.67,overcast clouds
500,Luganville,VU,-15.5333,167.1667,81.95,69,98,4.7,overcast clouds
501,Oytal,KZ,42.9057,73.2697,67.51,61,37,4.09,scattered clouds
502,Pandegelang,ID,-6.31,106.1058,77.27,78,16,1.66,few clouds
503,Martigny,CH,46.0833,7.0833,64.24,80,6,2.71,clear sky
504,Mayumba,GA,-3.432,10.6554,71.19,92,100,5.91,overcast clouds
505,Butajira,ET,8.1167,38.3667,56.23,93,53,3.89,light rain
506,Riohacha,CO,11.5444,-72.9072,84.31,74,0,9.22,clear sky
507,San Cristobal,VE,7.7669,-72.225,75.38,93,20,3.27,few clouds
508,Goderich,CA,43.7501,-81.7165,73.72,56,5,5.75,clear sky
509,Arlit,NE,18.7369,7.3853,93.02,11,29,7.14,scattered clouds
510,Itarema,BR,-2.9248,-39.9167,78.03,81,26,11.32,scattered clouds
511,Tiznit,MA,29.5833,-9.5,86.58,19,0,2.42,clear sky
512,Lai,TD,9.3952,16.2989,71.17,95,100,4.83,light rain
513,Astoria,US,46.1879,-123.8313,83.46,72,0,7.0,clear sky
514,Pareora,NZ,-44.4871,171.2132,50.18,48,75,10.0,broken clouds
515,Bay Roberts,CA,47.5999,-53.2648,68.32,95,100,7.0,overcast clouds
516,Darab,IR,28.7519,54.5444,80.73,62,100,3.36,overcast clouds
517,Abramovka,RU,51.1886,41.0202,59.5,73,19,6.82,few clouds
518,Yar-Sale,RU,66.8333,70.8333,50.18,69,45,11.74,scattered clouds
519,Urengoy,RU,65.9667,78.3667,50.18,66,0,17.38,clear sky
520,Rafaela,AR,-31.2503,-61.4867,55.99,43,85,1.99,overcast clouds
521,Sant Julia De Loria,AD,42.4625,1.4825,68.11,90,0,5.26,clear sky
522,El Tigre,VE,8.8875,-64.2454,78.8,68,100,12.26,overcast clouds
523,Santiago De Cao,PE,-7.9589,-79.2392,60.93,88,100,10.36,fog
524,Yuci,CN,37.6803,112.7319,74.95,73,6,2.24,haze
525,Mahanoro,MG,-19.9,48.8,63.9,91,2,4.16,clear sky
526,Alofi,NU,-19.0595,-169.9187,80.49,74,9,14.97,clear sky
527,Wucheng,CN,29.6008,118.175,83.93,81,8,1.88,clear sky
528,Churapcha,RU,62.0025,132.4325,79.54,54,58,9.17,broken clouds
529,Tazovskiy,RU,67.4667,78.7,45.09,78,2,15.01,clear sky
530,Deputatskiy,RU,69.3,139.9,63.82,62,100,3.58,overcast clouds
531,Solnechnyy,RU,50.7214,136.6319,72.54,64,62,6.53,broken clouds
532,San Jose,US,37.3394,-121.895,81.86,62,75,12.66,broken clouds
533,Corner Brook,CA,48.9667,-57.9484,66.36,95,100,4.63,overcast clouds
534,Berkak,NO,62.825,10.0118,54.05,78,98,3.04,overcast clouds
535,Alice Springs,AU,-23.7,133.8833,69.22,32,91,8.05,overcast clouds
536,Mocuba,MZ,-16.8392,36.9856,61.16,97,0,2.71,clear sky
537,Karratha,AU,-20.7377,116.8463,75.42,41,10,7.16,clear sky
538,Maningrida,AU,-12.0667,134.2667,82.31,50,51,9.89,broken clouds
539,Mackay,AU,-21.15,149.2,69.67,71,100,18.75,overcast clouds
540,Rovaniemi,FI,66.5,25.7167,51.21,93,100,5.75,overcast clouds
541,Horizontina,BR,-27.6258,-54.3078,48.56,85,63,3.13,broken clouds
542,Toamasina,MG,-18.1667,49.3833,64.4,94,20,0.0,few clouds
543,Beira,MZ,-19.8436,34.8389,62.69,94,0,4.61,clear sky
544,Altay,CN,47.8667,88.1167,71.1,46,61,2.75,broken clouds
545,Bundaberg,AU,-24.85,152.35,66.22,69,100,5.01,overcast clouds
546,Aksarka,RU,66.5606,67.7975,50.43,71,64,9.82,broken clouds
547,Walajapet,IN,12.9333,79.3833,79.56,80,79,3.27,broken clouds
548,Jinxiang,CN,27.4327,120.6062,86.13,68,0,0.47,clear sky
549,Ponto Novo,BR,-10.8628,-40.1336,71.49,66,14,6.67,few clouds
550,Bayan,CN,46.0833,127.4,80.47,75,26,7.67,scattered clouds
551,Zhanjiang,CN,21.2815,110.3427,86.2,70,95,4.25,overcast clouds
552,Haifa,IL,32.8156,34.9892,73.2,88,17,3.13,few clouds
553,Redmond,US,47.674,-122.1215,97.88,41,0,3.0,clear sky
554,Kon Tum,VN,14.35,108.0,75.72,90,95,1.39,overcast clouds
555,Emerald,AU,-23.5333,148.1667,64.35,58,100,20.49,overcast clouds
556,Palauig,PH,15.435,119.9045,83.17,77,100,11.43,overcast clouds
557,Tomatlan,MX,19.9333,-105.25,83.46,71,100,3.78,overcast clouds
558,Teluk Nibung,ID,3.001,99.8164,78.94,83,100,6.8,overcast clouds
559,Pacifica,US,37.6138,-122.4869,74.73,90,75,19.57,mist
560,Chapleau,CA,47.8405,-83.4034,69.89,60,20,8.05,few clouds
561,Tamworth,GB,52.634,-1.6959,65.62,90,100,4.0,moderate rain
562,Poum,NC,-20.2333,164.0167,72.73,72,10,22.91,clear sky
563,Trairi,BR,-3.2778,-39.2689,77.07,83,100,8.16,overcast clouds
564,Prachuap Khiri Khan,TH,12.2167,99.75,83.59,81,100,5.55,overcast clouds
565,Kasulu,TZ,-4.5767,30.1025,67.39,68,92,1.72,overcast clouds
566,Aksay,RU,47.26,39.87,73.62,47,99,9.17,overcast clouds
567,Boo,SE,59.3333,18.2833,65.59,66,12,6.91,few clouds
568,Mikhaylovskoye,RU,51.8239,79.7172,65.98,77,18,5.93,few clouds
569,Gouloure,BF,12.2306,-1.9289,82.13,77,25,6.33,scattered clouds
570,Neka,IR,36.6508,53.299,73.11,84,0,1.68,clear sky
571,Talnakh,RU,69.4865,88.3972,47.21,85,100,16.73,overcast clouds
572,Healesville,AU,-37.65,145.5167,55.9,55,100,15.99,overcast clouds
573,Bourail,NC,-21.5667,165.4833,67.57,78,100,13.11,overcast clouds
574,Port Hawkesbury,CA,45.6169,-61.3485,66.96,95,20,5.75,few clouds
575,Keti Bandar,PK,24.1447,67.4497,81.39,81,99,19.01,overcast clouds
576,Djenne,ML,13.9061,-4.5533,79.03,67,67,6.26,broken clouds
577,Shenjiamen,CN,29.9576,122.298,83.21,75,9,6.53,clear sky
578,Pontal Do Parana,BR,-25.6533,-48.5128,55.24,83,9,1.83,clear sky
579,Tete,MZ,-16.1564,33.5867,63.84,58,0,1.74,clear sky
580,Patacamaya,BO,-17.2333,-67.9167,50.31,41,70,5.88,broken clouds
581,Vardo,NO,70.3705,31.1107,51.78,93,100,12.66,mist
582,Seybaplaya,MX,19.65,-90.6667,82.02,74,89,11.5,overcast clouds
583,Isangel,VU,-19.55,169.2667,78.91,83,75,4.61,broken clouds
584,Buenos Aires,AR,-34.6132,-58.3772,56.93,79,0,2.3,clear sky
585,Inta,RU,66.0317,60.1659,59.5,63,21,13.94,few clouds
586,Assiniboia,CA,49.6334,-105.9845,73.22,56,56,16.11,broken clouds
587,Marsa Matruh,EG,31.3525,27.2453,77.2,83,0,6.91,clear sky
588,Rabo De Peixe,PT,37.8,-25.5833,69.31,83,20,6.91,few clouds
589,Ust-Omchug,RU,61.15,149.6333,52.38,80,100,4.76,light rain
590,Gravdal,NO,68.1214,13.5031,57.79,67,4,9.15,clear sky
591,Kirakira,SB,-10.4544,161.9205,85.05,66,8,9.35,clear sky
592,Yenagoa,NG,4.9247,6.2642,72.84,96,100,3.78,light rain
593,Ulcinj,ME,41.9294,19.2244,75.42,74,3,4.16,clear sky
594,San Pedro De Cajas,PE,-11.2511,-75.8617,39.61,93,34,2.39,scattered clouds
595,Yanam,IN,16.7333,82.2167,79.16,88,100,3.13,overcast clouds
596,Villeneuve-Sur-Lot,FR,44.5,0.6667,68.05,81,0,5.14,clear sky
597,Quatre Cocos,MU,-20.2078,57.7625,70.09,68,100,17.9,overcast clouds
598,Urumqi,CN,43.801,87.6005,74.35,47,0,4.47,clear sky
599,Pacific Grove,US,36.6177,-121.9166,74.01,84,20,10.36,few clouds
600,Iquique,CL,-20.2208,-70.1431,60.84,77,49,2.39,scattered clouds
601,Juneau,US,58.3019,-134.4197,62.6,99,100,10.36,light rain
602,Nokha,IN,27.6,73.4167,82.11,74,100,14.56,overcast clouds
603,Muddebihal,IN,16.3333,76.1333,77.29,79,100,4.68,overcast clouds
604,Atar,MR,20.5169,-13.0499,85.1,54,99,7.52,light rain
605,Baoqing,CN,46.3317,132.2111,82.33,66,100,7.02,overcast clouds
606,Kavaratti,IN,10.5669,72.642,81.12,81,100,20.29,overcast clouds
607,Buckeye,US,33.3703,-112.5838,105.3,41,24,9.51,few clouds
608,Farafangana,MG,-22.8167,47.8333,65.55,91,10,5.48,clear sky
609,Quartucciu,IT,39.2519,9.1794,77.18,64,0,13.8,clear sky
610,Ellsworth,US,44.5434,-68.4195,73.49,65,0,10.36,clear sky
611,Yelizovo,RU,53.1873,158.3805,59.14,87,75,4.47,broken clouds
612,Naze,JP,28.3667,129.4833,83.32,83,89,27.25,light rain
613,Seoul,KR,37.5683,126.9778,83.8,76,75,8.05,light rain
614,Gasa,PS,31.5,34.4667,77.58,72,40,3.38,scattered clouds
615,Fiditi,NG,7.7136,3.9172,69.46,98,100,3.96,light rain
616,Hurghada,EG,27.2574,33.8129,89.64,29,0,16.11,clear sky
617,Tavda,RU,58.0425,65.2726,58.98,95,92,4.45,light rain
618,Skovorodino,RU,53.9833,123.9167,74.79,69,100,6.53,overcast clouds
619,Shelburne,CA,44.0787,-80.2041,68.79,81,0,4.21,clear sky
620,Vanavara,RU,60.34,102.2797,65.3,84,29,5.3,scattered clouds
621,Tamale,GH,9.4008,-0.8393,72.18,95,100,4.5,light rain
622,Saint Anthony,US,45.0205,-93.218,84.09,55,20,13.8,few clouds
623,Zaysan,KZ,47.4667,84.8667,75.47,37,19,4.41,few clouds
624,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.55,75,0,3.44,clear sky
625,Lekoni,GA,-1.5843,14.2591,74.79,62,6,10.18,clear sky
626,Myski,RU,53.709,87.8014,64.63,93,54,1.61,broken clouds
627,Yaan,NG,7.3833,8.5667,70.63,96,100,5.61,overcast clouds
628,Kudahuvadhoo,MV,2.6708,72.8944,78.48,84,100,15.77,heavy intensity rain
629,Ribeira Brava,PT,32.65,-17.0667,73.0,86,5,5.14,clear sky
630,Barra Patuca,HN,15.8,-84.2833,80.15,84,100,12.03,overcast clouds
631,Gat,IL,31.61,34.7642,78.4,83,58,1.12,broken clouds
632,Sisophon,KH,13.5859,102.9737,81.68,79,100,5.41,overcast clouds
633,Qom,IR,34.6401,50.8764,84.72,32,0,12.17,clear sky
634,Bairiki,KI,1.3292,172.9752,86.0,62,20,13.8,few clouds
635,Hovd,MN,48.0056,91.6419,71.11,34,100,2.19,overcast clouds
636,Rudnogorsk,RU,57.2639,103.7519,59.23,99,100,2.55,moderate rain
637,Malabo,GQ,3.75,8.7833,76.86,94,40,9.22,scattered clouds
638,Cockburn Town,TC,21.4612,-71.1419,82.02,86,25,22.24,scattered clouds
639,Horki,BY,54.2861,30.9842,53.15,82,21,6.96,few clouds
640,Pangnirtung,CA,66.1451,-65.7125,57.2,77,100,9.22,light rain
641,Sistranda,NO,63.7256,8.834,57.16,77,100,7.76,light rain
642,Lamu,KE,-2.2717,40.902,73.62,86,28,12.71,light rain
643,Rawlins,US,41.7911,-107.2387,84.09,18,40,3.44,scattered clouds
644,Akyab,MM,20.15,92.9,84.27,76,100,5.59,overcast clouds
645,Otradnoye,RU,59.7775,30.8181,55.96,97,5,4.72,clear sky
646,Kamaishi,JP,39.2667,141.8833,83.35,63,0,4.18,clear sky
647,Chumikan,RU,54.7183,135.315,55.89,96,100,3.29,overcast clouds
648,Inza,RU,53.8533,46.3586,59.74,91,100,4.56,overcast clouds
649,Flin Flon,CA,54.7682,-101.865,60.96,64,100,1.23,overcast clouds
650,Piacabucu,BR,-10.4056,-36.4344,74.25,87,76,8.5,broken clouds
651,Kinablangan,PH,7.6947,126.5503,77.23,89,100,7.43,heavy intensity rain
652,Woodward,US,36.4337,-99.3904,85.23,67,100,12.66,overcast clouds
653,Hambantota,LK,6.1241,81.1185,77.34,100,20,3.44,few clouds
654,Bodaybo,RU,57.8506,114.1933,70.97,74,46,1.92,light rain
655,Kushalgarh,IN,23.199,74.4507,75.83,88,100,6.78,overcast clouds
656,Pangai,TO,-19.8,-174.35,82.51,78,20,13.8,few clouds
657,Bryan,US,30.6744,-96.37,93.22,43,0,20.71,clear sky
658,Passagem Franca,BR,-6.1797,-43.7836,75.38,66,3,1.25,clear sky
659,Gisborne,NZ,-38.6533,178.0042,56.7,57,9,13.24,clear sky
660,Chamalieres,FR,45.7756,3.0631,63.32,68,0,1.14,clear sky
661,Clarence Town,AU,-32.5833,151.7833,62.85,58,100,1.86,overcast clouds
662,Verkhoyansk,RU,67.5447,133.385,74.61,60,99,4.23,overcast clouds
663,Birakan,RU,49.0167,131.7,81.41,59,11,1.12,few clouds
664,Maan,PH,5.9339,124.7356,78.64,87,100,5.44,light rain
665,Belyy Yar,RU,53.6039,91.3903,69.69,68,0,2.24,clear sky
666,Perevoz,RU,55.5961,44.5446,54.72,77,1,5.39,clear sky
667,Sabang,ID,5.8933,95.3214,82.62,75,100,20.11,overcast clouds
668,Port Augusta,AU,-32.5,137.7667,57.36,50,100,11.07,overcast clouds
669,Atherton,GB,53.5237,-2.4935,64.89,96,100,1.99,overcast clouds
670,Sehithwa,BW,-20.4667,22.7167,58.8,28,0,7.56,clear sky
671,Victor Harbor,AU,-35.5667,138.6167,57.0,82,67,1.01,broken clouds
672,Qui Nhon,VN,13.7667,109.2333,84.27,71,34,4.5,scattered clouds
673,Abonnema,NG,4.7084,6.7931,73.36,94,100,4.7,light rain
674,Kashi,CN,39.4547,75.9797,74.41,43,40,13.42,scattered clouds
675,Coihaique,CL,-45.5752,-72.0662,34.41,80,20,3.44,few clouds
676,Canora,CA,51.6333,-102.4343,73.42,94,100,16.53,overcast clouds
677,Labelle,US,26.7617,-81.4384,85.05,65,4,10.89,clear sky
678,Black River,JM,18.0264,-77.8487,81.14,79,20,3.49,few clouds
679,Yaqui,MX,27.3667,-110.1667,88.72,54,14,7.49,few clouds
680,Mushie,CD,-3.0167,16.9,80.87,43,90,3.71,overcast clouds
681,Birao,CF,10.2849,22.7882,70.59,96,78,4.83,broken clouds
682,Uvat,RU,59.1433,68.8953,60.69,93,77,5.41,broken clouds
